path,highway,city
BK63_XPJ_20140817_140019_rgb_f000000.png,0.344936153,0.655063847
BK63_XPJ_20140817_140019_rgb_f000010.png,0.411368218,0.588631782
BK63_XPJ_20140817_140019_rgb_f000020.png,0.964706846,0.035293154
BK63_XPJ_20140817_140019_rgb_f000030.png,0.656118848,0.343881152
BK63_XPJ_20140817_140019_rgb_f000040.png,0.414251324,0.585748676
BK63_XPJ_20140817_140019_rgb_f000050.png,0.751456641,0.248543359
BK63_XPJ_20140817_140019_rgb_f000060.png,0.585286415,0.414713585
BK63_XPJ_20140817_140019_rgb_f000070.png,0.654165241,0.345834759
BK63_XPJ_20140817_140019_rgb_f000080.png,0.52366348,0.47633652
BK63_XPJ_20140817_140019_rgb_f000090.png,0.881195962,0.118804038
BK63_XPJ_20140817_140019_rgb_f000100.png,0.093327329,0.906672671
BK63_XPJ_20140817_140019_rgb_f000110.png,0.029306243,0.970693757
BK63_XPJ_20140817_140019_rgb_f000120.png,0.007155552,0.992844448
BK63_XPJ_20140817_140019_rgb_f000130.png,0.989958214,0.010041786
BK63_XPJ_20140817_140019_rgb_f000140.png,0.347262532,0.652737468
BK63_XPJ_20140817_140019_rgb_f000150.png,0.75618874,0.24381126
BK63_XPJ_20140817_140019_rgb_f000160.png,0.975582028,0.024417972
BK63_XPJ_20140817_140019_rgb_f000170.png,0.59550284,0.40449716
BK63_XPJ_20140817_140019_rgb_f000180.png,0.903295301,0.096704699
BK63_XPJ_20140817_140019_rgb_f000190.png,0.190704688,0.809295312
BK63_XPJ_20140817_140019_rgb_f000200.png,0.913985123,0.086014877
BK63_XPJ_20140817_140019_rgb_f000210.png,0.210080486,0.789919514
BK63_XPJ_20140817_140019_rgb_f000220.png,0.442395539,0.557604461
BK63_XPJ_20140817_140019_rgb_f000230.png,0.499595215,0.500404785
BK63_XPJ_20140817_140019_rgb_f000240.png,0.258909587,0.741090413
BK63_XPJ_20140817_140019_rgb_f000250.png,0.955678824,0.044321176
BK63_XPJ_20140817_140019_rgb_f000260.png,0.209117472,0.790882528
BK63_XPJ_20140817_140019_rgb_f000270.png,0.846130077,0.153869923
BK63_XPJ_20140817_140019_rgb_f000280.png,0.222496113,0.777503887
BK63_XPJ_20140817_140019_rgb_f000290.png,0.358850611,0.641149389
BK63_XPJ_20140817_140019_rgb_f000300.png,0.304286778,0.695713222
BK63_XPJ_20140817_140019_rgb_f000310.png,0.46494188,0.53505812
BK63_XPJ_20140817_140019_rgb_f000320.png,0.982890652,0.017109348
BK63_XPJ_20140817_140019_rgb_f000330.png,0.4291432,0.5708568
BK63_XPJ_20140817_140019_rgb_f000340.png,0.716603649,0.283396351
BK63_XPJ_20140817_140019_rgb_f000350.png,0.911258633,0.088741367
BK63_XPJ_20140817_140019_rgb_f000360.png,0.499571116,0.500428884
BK63_XPJ_20140817_140019_rgb_f000370.png,0.187083285,0.812916715
BK63_XPJ_20140817_140019_rgb_f000380.png,0.800244143,0.199755857
BK63_XPJ_20140817_140019_rgb_f000390.png,0.682722943,0.317277057
BK63_XPJ_20140817_140019_rgb_f000400.png,0.610454018,0.389545982
BK63_XPJ_20140817_140019_rgb_f000410.png,0.552108631,0.447891369
BK63_XPJ_20140817_140019_rgb_f000420.png,0.419426634,0.580573366
BK63_XPJ_20140817_140019_rgb_f000430.png,0.12551226,0.87448774
BK63_XPJ_20140817_140019_rgb_f000440.png,0.002593547,0.997406453
BK63_XPJ_20140817_140019_rgb_f000450.png,0.94731266,0.05268734
BK63_XPJ_20140817_140019_rgb_f000460.png,0.053351725,0.946648275
BK63_XPJ_20140817_140019_rgb_f000470.png,0.849405896,0.150594104
BK63_XPJ_20140817_140019_rgb_f000480.png,0.44360238,0.55639762
BK63_XPJ_20140817_140019_rgb_f000490.png,0.332685958,0.667314042
BK63_XPJ_20140817_140019_rgb_f000500.png,0.05793276,0.94206724
BK63_XPJ_20140817_140019_rgb_f000510.png,0.360974573,0.639025427
BK63_XPJ_20140817_140019_rgb_f000520.png,0.747301061,0.252698939
BK63_XPJ_20140817_140019_rgb_f000530.png,0.068419892,0.931580108
BK63_XPJ_20140817_140019_rgb_f000540.png,0.815216944,0.184783056
BK63_XPJ_20140817_140019_rgb_f000550.png,0.457129735,0.542870265
BK63_XPJ_20140817_140019_rgb_f000560.png,0.454618994,0.545381006
BK63_XPJ_20140817_140019_rgb_f000570.png,0.559657004,0.440342996
BK63_XPJ_20140817_140019_rgb_f000580.png,0.623963733,0.376036267
BK63_XPJ_20140817_140019_rgb_f000590.png,0.353175072,0.646824928
BK63_XPJ_20140817_140019_rgb_f000600.png,0.596957299,0.403042701
BK63_XPJ_20140817_140019_rgb_f000610.png,0.392972542,0.607027458
BK63_XPJ_20140817_140019_rgb_f000620.png,0.438170469,0.561829531
BK63_XPJ_20140817_140019_rgb_f000630.png,0.87287495,0.12712505
BK63_XPJ_20140817_140019_rgb_f000640.png,0.409805741,0.590194259
BK63_XPJ_20140817_140019_rgb_f000650.png,0.175746116,0.824253884
BK63_XPJ_20140817_140019_rgb_f000660.png,0.610489286,0.389510714
BK63_XPJ_20140817_140019_rgb_f000670.png,0.313681818,0.686318182
BK63_XPJ_20140817_140019_rgb_f000680.png,0.227052905,0.772947095
BK63_XPJ_20140817_140019_rgb_f000690.png,0.084861237,0.915138763
BK63_XPJ_20140817_140019_rgb_f000700.png,0.145951743,0.854048257
BK63_XPJ_20140817_140019_rgb_f000710.png,0.798750534,0.201249466
BK63_XPJ_20140817_140019_rgb_f000720.png,0.562157368,0.437842632
BK63_XPJ_20140817_140019_rgb_f000730.png,0.915265956,0.084734044
BK63_XPJ_20140817_140019_rgb_f000740.png,0.796455466,0.203544534
BK63_XPJ_20140817_140019_rgb_f000750.png,0.257981275,0.742018725
BK63_XPJ_20140817_140019_rgb_f000760.png,0.085376018,0.914623982
BK63_XPJ_20140817_140019_rgb_f000770.png,0.993170857,0.006829143
BK63_XPJ_20140817_140019_rgb_f000780.png,0.9115416,0.0884584
BK63_XPJ_20140817_140019_rgb_f000790.png,0.445191274,0.554808726
BK63_XPJ_20140817_140019_rgb_f000800.png,0.985272112,0.014727888
BK63_XPJ_20140817_140019_rgb_f000810.png,0.404586531,0.595413469
BK63_XPJ_20140817_140019_rgb_f000820.png,0.277756755,0.722243245
BK63_XPJ_20140817_140019_rgb_f000830.png,0.232471836,0.767528164
BK63_XPJ_20140817_140019_rgb_f000840.png,0.314562095,0.685437905
BK63_XPJ_20140817_140019_rgb_f000850.png,0.807615986,0.192384014
BK63_XPJ_20140817_140019_rgb_f000860.png,0.005647923,0.994352077
BK63_XPJ_20140817_140019_rgb_f000870.png,0.383655175,0.616344825
BK63_XPJ_20140817_140019_rgb_f000880.png,0.086814988,0.913185012
BK63_XPJ_20140817_140019_rgb_f000890.png,0.220871931,0.779128069
BK63_XPJ_20140817_140019_rgb_f000900.png,0.536650974,0.463349026
BK63_XPJ_20140817_140019_rgb_f000910.png,0.191339871,0.808660129
BK63_XPJ_20140817_140019_rgb_f000920.png,0.748340432,0.251659568
BK63_XPJ_20140817_140019_rgb_f000930.png,0.524201961,0.475798039
BK63_XPJ_20140817_140019_rgb_f000940.png,0.333188144,0.666811856
BK63_XPJ_20140817_140019_rgb_f000950.png,0.306270394,0.693729606
BK63_XPJ_20140817_140019_rgb_f000960.png,0.053085562,0.946914438
BK63_XPJ_20140817_140019_rgb_f000970.png,0.48753626,0.51246374
BK63_XPJ_20140817_140019_rgb_f000980.png,0.756452816,0.243547184
BK63_XPJ_20140817_140019_rgb_f000990.png,0.163035753,0.836964247
BK63_XPJ_20140817_140019_rgb_f001000.png,0.536629764,0.463370236
BK63_XPJ_20140817_140019_rgb_f001010.png,0.499833977,0.500166023
BK63_XPJ_20140817_140019_rgb_f001020.png,0.26817119,0.73182881
BK63_XPJ_20140817_140019_rgb_f001030.png,0.492759228,0.507240772
BK63_XPJ_20140817_140019_rgb_f001040.png,0.529197799,0.470802201
BK63_XPJ_20140817_140019_rgb_f001050.png,0.043175524,0.956824476
BK63_XPJ_20140817_140019_rgb_f001060.png,0.97362912,0.02637088
BK63_XPJ_20140817_140019_rgb_f001070.png,0.278098722,0.721901278
BK63_XPJ_20140817_140019_rgb_f001080.png,0.893982324,0.106017676
BK63_XPJ_20140817_140019_rgb_f001090.png,0.011029322,0.988970678
BK63_XPJ_20140817_140019_rgb_f001100.png,0.22441286,0.77558714
